call_id,caller_id,callee_id,start_time,duration_sec,cell_tower_id
570,16,64,2025-11-01T10:25:26,103,9996
571,25,3,2025-11-01T14:14:44,735,6113
572,49,51,2025-11-01T22:10:34,480,3234
573,16,65,2025-11-02T12:14:51,1086,1752
574,70,73,2025-11-02T12:59:54,674,1256
575,28,34,2025-11-03T12:15:11,1160,2229
576,54,78,2025-11-03T13:28:13,1717,7671
577,80,7,2025-11-03T15:28:42,898,8957
578,41,22,2025-11-03T17:28:00,573,4435
579,43,42,2025-11-04T12:21:26,1450,9117
580,8,36,2025-11-05T11:15:09,1486,6277
581,20,49,2025-11-05T19:20:23,248,2499
582,63,69,2025-11-06T12:31:18,317,4065
583,30,52,2025-11-06T12:40:42,915,7481
584,47,70,2025-11-06T22:49:04,64,2106
585,58,74,2025-11-07T17:38:30,1056,3471
586,30,6,2025-11-07T18:24:30,961,1760
587,15,13,2025-11-08T07:21:22,1729,5783
588,13,33,2025-11-08T21:18:16,980,1820
589,64,18,2025-11-10T14:16:42,345,7932
590,7,51,2025-11-10T14:27:41,216,2559
591,9,65,2025-11-11T07:54:26,1714,9031
592,44,36,2025-11-11T15:16:41,1486,5895
593,69,61,2025-11-12T16:54:10,1751,3967
594,43,1,2025-11-13T16:06:13,1115,4902
595,23,79,2025-11-13T20:32:20,207,7567
596,60,39,2025-11-14T10:08:02,106,5986
597,55,11,2025-11-14T13:52:40,332,5225
598,9,26,2025-11-15T11:05:57,1765,6432
599,78,20,2025-11-15T18:23:28,1592,2259
600,38,15,2025-11-15T21:17:44,1305,9060
601,44,23,2025-11-15T22:40:11,1691,3209
602,48,20,2025-11-16T09:05:53,204,2527
603,15,74,2025-11-16T11:05:49,1077,2229
604,10,23,2025-11-16T21:48:36,1586,8354
605,60,37,2025-11-18T12:04:28,737,5901
606,53,44,2025-11-20T08:50:40,1355,6482
607,43,56,2025-11-20T11:19:20,1265,4290
608,16,4,2025-11-20T14:45:10,666,1224
609,14,50,2025-11-20T17:32:56,817,7859
610,44,54,2025-11-20T19:54:58,176,2296
611,20,27,2025-11-21T07:19:26,1385,2654
612,18,13,2025-11-21T08:19:50,932,1546
613,13,15,2025-11-21T13:27:28,497,7779
614,68,12,2025-11-22T20:32:23,67,6940
615,71,79,2025-11-23T08:10:24,1332,1086
616,59,48,2025-11-24T15:37:24,1714,7086
617,33,63,2025-11-24T22:29:10,1530,6770
618,68,32,2025-11-26T07:24:50,1490,6883
619,62,54,2025-11-26T12:07:08,1455,1960
620,72,60,2025-11-26T16:46:01,840,5169
621,28,53,2025-11-28T11:10:11,482,5140
622,54,69,2025-11-28T22:36:56,512,8803
